title,na_sales,jp_sales,pal_sales,other_sales,total_title,popular_title,flop_title
"Operation Flashpoint: Between ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
A-10 Attack!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
International Sensible Soccer,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Sid Meier's Colonization,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Warparty,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mercenary Kings Reloaded,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Invizimals™: Revolution,NULL,NULL,NULL,NULL,2,Other Region,Other Region
DJ Max Portable - Black Square,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Champions World Class Soccer,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Chou Sentouchuu: Kyuukyoku no ",NULL,0.0700000002980232,NULL,NULL,1,Japan,Other Region
Eyeshield 21: DevilBats DevilD,NULL,0.0299999993294477,NULL,0,1,Japan,Other Region
Castle Story,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Pet Food Train,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mario and Donkey Kong: Minis o,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Epic Battle Fantasy 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
DoDonPachi Dai-Oujou,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Chameleon Twist 2,0.0399999991059303,NULL,0.00999999977648258,0,1,North America,Other Region
Mario Party 10,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Color Bombs,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Animaniacs: The Great Edgar Hu,0.0199999995529652,NULL,0.00999999977648258,0,3,North America,Other Region
Distant Worlds: Universe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bakusou Dekotora Densetsu Blac,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Ferret Monogatari: Watashi no ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pro Mahjong Kiwame D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Joe Danger 2: The Movie,NULL,NULL,NULL,NULL,1,Other Region,Other Region
J-League Pocket 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wonder Stadium,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Atom Zombie Smasher,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ultimate Beach Soccer,0.0199999995529652,NULL,0,0,2,North America,Europe and Africa
Daily Chthonicle: Editor's Edi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Karate Champ,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Atelier Escha & Logy: Alchemis,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Asteroids & Missile Comm,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Turrican Anthology Vol. 2,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Disgaea 5 Complete,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Let's Golf 3D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Majin Tensei,NULL,0.0799999982118607,NULL,NULL,1,Japan,Other Region
Uchuu Keiji Tamashii: The Spac,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Football Manager 2008,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Sudden Strike,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Power Rangers: Super Samurai,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Guardian Force,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Puyo Puyo Sun 64,NULL,0.159999996423721,NULL,0.0299999993294477,1,Japan,Other Region
Vanguard: Saga of Heroes,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Test Drive Cycles,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Anoko Doko Noko,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Rugrats Studio Tour,0.569999992847443,NULL,0.670000016689301,0.0700000002980232,1,Europe and Africa,Other Region
Tokushu Houdoubu,NULL,0.0299999993294477,NULL,NULL,1,Japan,Other Region
Tiger & Bunny: Hero's Day,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Somer Assault,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NBA JAM: On Fire Edition,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Farming Simulator 2014,0.00999999977648258,NULL,0,0,3,North America,Europe and Africa
Bee 52,NULL,NULL,NULL,NULL,1,Other Region,Other Region
BeatMania GB2 Gotcha Mix,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cubemen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Robocalypse,0.0700000002980232,NULL,NULL,0.00999999977648258,1,North America,Other Region
Modi Tsunamo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Boulder Dash Construction Kit,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Chase H.Q. Special: Police S.C,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fear Factor: Unleashed,0.100000001490116,NULL,0.0399999991059303,0,1,North America,Other Region
echochrome,NULL,0.0799999982118607,0.00999999977648258,0,2,Japan,Other Region
3D Classics: Urban Champion,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Magicka: Wizard's Survival Kit,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Weapon Shop de Omasse,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Age of Sail,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Animal Breeder 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Teitoku no Ketsudan III,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Classic NES Series: Super Mari,NULL,1.38999998569489,NULL,0.0299999993294477,2,Japan,Other Region
Neverland Card Battles,0.0500000007450581,NULL,NULL,0.0199999995529652,1,North America,Other Region
Air,NULL,0.0399999991059303,NULL,NULL,6,Japan,Other Region
Slender: The Arrival,NULL,NULL,NULL,NULL,10,Other Region,Other Region
Flyhunter Origins,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Infinite Crosswords,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Call of Duty 2,1.8400000333786,0.00999999977648258,0.0899999998509884,0.169999996200204,4,North America,Japan
Disgaea 2: Cursed Memories,0.0900000035762787,0.150000005960464,0.0700000002980232,0.0199999995529652,3,Japan,Other Region
Penguins of Madagascar,0.00999999977648258,NULL,0.0899999979883432,0,3,Europe and Africa,Other Region
Kiki Kai Kai,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Alice no Yakata 7,NULL,NULL,NULL,NULL,1,Other Region,Other Region
MW Classic by Zynga,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Xeno,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kirby's Return to Dream Land D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ore no Dungeon,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pocket Color Billiard,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kaiju Panic,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Top Spin,0.410000015050173,NULL,0.119999997317791,0.0299999993294477,3,North America,Other Region
Cross Channel: To All People,NULL,NULL,NULL,NULL,1,Other Region,Other Region
White Night,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Revoltin' Youth,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Price Is Right 2010 Editio,0.339999996125698,NULL,NULL,0.0299999993294477,3,North America,Other Region
UNO RUSH,NULL,NULL,NULL,NULL,1,Other Region,Other Region
PlayerUnknown's Battlegrounds,1.41999995708466,NULL,0.840000003576279,0.25000000372529,6,North America,Other Region
Marvel: Ultimate Alliance 2,1.98000001907349,NULL,0.450000001117587,0.419999996200204,7,North America,Other Region
Gunvalkyrie,0.129999995231628,NULL,0.0399999991059303,0.00999999977648258,1,North America,Other Region
Grand Ages: Rome,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Agent Armstrong,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Skyforge,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ganbaru Watashi no Osaifu Ouen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Record of Lodoss War II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
AFL Live 2004,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Hoshiori Yume Mirai: Converted,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
New Rally-X (Arcade),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kamen Rider: Climax Heroes Fou,NULL,0.169999998062849,NULL,NULL,6,Japan,Other Region
Nidhogg 2,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Blue Breaker Burst: Bishou o A,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Railroad Tycoon II: Conquer 3 ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
ATV Offroad Fury 3,1,NULL,0.0399999991059303,0.159999996423721,1,North America,Other Region
Kurt Warner's Arena Football U,0.0700000002980232,NULL,0.0500000007450581,0.00999999977648258,1,North America,Other Region
Space Hulk Tactics,0.0399999991059303,NULL,NULL,0,2,North America,Other Region
A Bird Story,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Portal,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Satellite 7,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dementium II,0.0900000035762787,NULL,0.0199999995529652,0.00999999977648258,1,North America,Other Region
Xenophobe,NULL,NULL,NULL,NULL,4,Other Region,Other Region
GEARCRACK Arena,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Looney Tunes: Twouble!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gretzky NHL,0.100000001490116,NULL,NULL,0.00999999977648258,1,North America,Other Region
"Tsumigui: Sen no Noroi, Sen no",NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Attack on Titan 2: Final Battl,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Kickle Cubicle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pocket Stadium,NULL,NULL,NULL,NULL,1,Other Region,Other Region
MotoGP 10/11,0.0399999991059303,NULL,0.150000002235174,0.0399999991059303,2,Europe and Africa,Other Region
Leisure Suit Larry 6: Shape Up,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Prince of Persia Trilogy,0.170000001788139,NULL,0.239999994635582,0.0900000035762787,4,Europe and Africa,Other Region
Silent Scope 2: Dark Silhouett,0.0900000035762787,NULL,0.0700000002980232,0.0199999995529652,1,North America,Other Region
Crazy Taxi 2,NULL,0.0700000002980232,NULL,NULL,1,Japan,Other Region
Parasitus: Ninja Zero,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Lupin III: Pyramid no Kenja,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Blade Arcus from Shining,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Legend of Heroes: Ao no Ki,NULL,0.260000001639128,NULL,NULL,3,Japan,Other Region
O.M.G. 26 - Our Mini Games,0.0199999995529652,NULL,NULL,0,1,North America,Other Region
Smart Boy's Winter Wonderland,0.00999999977648258,NULL,NULL,0,1,North America,Other Region
Big Win Racing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Body Conquest II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
MechWarrior 2: Ghost Bear's Le,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Resident Evil: Dead Aim,0.170000001788139,NULL,0.129999995231628,0.0399999991059303,1,North America,Other Region
Run for Money CHO Tousouchuu,NULL,0.140000000596046,NULL,NULL,1,Japan,Other Region
Crazy Chicken Tales,0.0599999986588955,NULL,NULL,0,1,North America,Other Region
Chivalry,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hot Tin Roof: The Cat That Wor,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Get Water!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pulstar,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Quake Live,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Star Wars Chess,NULL,NULL,NULL,NULL,2,Other Region,Other Region
City Soccer Challenge,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Champions of Norrath,0.629999995231628,NULL,0.490000009536743,0.159999996423721,1,North America,Other Region
The Sky Crawlers: Innocent Ace,0.0799999982118607,0.00999999977648258,0.0199999995529652,0.00999999977648258,1,North America,Japan
Power Pro GB,NULL,0.0700000002980232,NULL,NULL,1,Japan,Other Region
Pop Quiz,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Command Master,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Halo: Spartan Strike,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Aero Dancing i: Jikai Sakuma d,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dead or Alive Xtreme 2,0.150000005960464,0.0599999986588955,0.0199999995529652,0.0199999995529652,1,North America,Europe and Africa
Spakoyno: Back to the USSR 2.0,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Inukko Club,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Wonderful End of the World,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Personal Fitness For Women,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Anonymous;Code,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Army Men: Air Attack 2,0.170000001788139,NULL,0.109999999403954,0.0199999995529652,1,North America,Other Region
Transformers: Age of Extinctio,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Igo o Nintarou!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Zenfar,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Quiz Magic Academy DS: Futatsu,NULL,0.0900000035762787,NULL,NULL,1,Japan,Other Region
Atelier Ryza,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ABC's Wide World of Sport Boxi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tokyo Xtreme Racer DRIFT,0.0900000035762787,NULL,0.0700000002980232,0.0199999995529652,1,North America,Other Region
Fairyland Melody Magic,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Kekkaishi: Karasumori Ayakashi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Arcade Archives: Metrocross,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Millie's Math House,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Persona 2: Eternal Punishment,0.0299999993294477,0.280000001192093,0.0199999995529652,0.0199999995529652,2,Japan,Europe and Africa
Who Lives Here? - Animal Tails,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cleopatra,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Taishou Moebius Line Vitable,NULL,0.0299999993294477,NULL,NULL,1,Japan,Other Region
Tokyo Yamanote Boys for V: Mai,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Fruit Ninja Kinect,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ACA NEOGEO GHOST PILOTS,NULL,NULL,NULL,NULL,3,Other Region,Other Region
The Fish Files,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Matching Tunes,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Party Crashers,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"The Very Hungry Caterpillar's ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Miitomo,NULL,NULL,NULL,NULL,2,Other Region,Other Region
American Idol,0.420000016689301,NULL,0.269999992102385,0.0700000002980232,3,North America,Other Region
Fairy Tail: Portable Guild,NULL,0.109999999403954,NULL,NULL,2,Japan,Other Region
League of Angels,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Mega Games 1,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rakushou! Pachi-Slot Sengen 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Utawarerumono,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Shanghai II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wakugumi: Monochrome Puzzle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Elder Scrolls: Chapter II:,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pax Romana,NULL,NULL,NULL,NULL,1,Other Region,Other Region
DX Jinsei Game V,NULL,NULL,NULL,NULL,1,Other Region,Other Region
XCross,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bloody Roar,0.219999998807907,NULL,0.150000005960464,0.0299999993294477,2,North America,Other Region
Cat Goes Fishing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Roadwar 2000,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Ore no Imouto ga Konna ni Kawa,NULL,0.190000005066395,NULL,NULL,2,Japan,Other Region
Revolution X,0.0599999986588955,NULL,0.0399999991059303,0.00999999977648258,5,North America,Other Region
True Pinball,0.0199999995529652,NULL,0.00999999977648258,0,2,North America,Other Region
Project Gotham Racing 5,NULL,NULL,NULL,NULL,1,Other Region,Other Region
G.G Series Wonder Land,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Prison Escape,NULL,NULL,NULL,NULL,1,Other Region,Other Region
A Wizard's Lizard,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Kawaii Pet Shop Monogatari,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cate West: The Vanishing Files,0.149999998509884,NULL,0.00999999977648258,0.0199999995529652,3,North America,Other Region
Snake360 Lite,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tamagotchi no Furifuri Kagekid,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hokuto no Ken 6: Gekitou Densh,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Aero Guitar,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Culture,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Double Dunk,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Golf Ba Multimedia Shinchaku,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hive,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Metrocide,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Robo Aleste,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Oddworld: Abe's Exoddus,0.550000011920929,NULL,0.379999995231628,0.0599999986588955,7,North America,Other Region
City Encounter,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Midway presents Arcade Hits: M,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Masters Harukanaru Augusta 3,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Ice Cream Surfer,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Small Arms,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Abbey,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Journeyman Project Turbo!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Xak: The Art of Visual Stage,NULL,NULL,NULL,NULL,1,Other Region,Other Region
My Western Horse,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Renjuku Kanji Shougaku 2 Nense,NULL,NULL,NULL,NULL,1,Other Region,Other Region
DoReMi Fantasy: Milon no DokiD,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Chessmaster 6000,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shadowgate 64: Trials of the F,0.0599999986588955,NULL,0.00999999977648258,0,1,North America,Other Region
RTO 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Melty Lancer: Ginga Shoujo Kei,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Galaga: Destination Earth,0.129999995231628,NULL,0.0900000035762787,0.0199999995529652,3,North America,Other Region
Medabots Dual: Kabuto / Kuwaga,NULL,0.0799999982118607,NULL,NULL,1,Japan,Other Region
Slotter Mania V: Black Lagoon,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Aero Racer,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Animal Forest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
My Planetarium,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Blast Zone! Tournament,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Big Rigs: Over the Road Racing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Backyard NFL Football 2004,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Age of Cavemen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rayman 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dr. Luigi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Metal Slug Collection PC,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Star Wars: Bounty Hunter,0.729999974370003,NULL,0.469999987632036,0.150000000372529,2,North America,Other Region
Codename Tenka,0.0500000007450581,NULL,0.0299999993294477,0.00999999977648258,1,North America,Other Region
Kindan: Kimi wa Boku Dake no M,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Formula One 2005,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Caesar,NULL,NULL,NULL,NULL,2,Other Region,Other Region
HyperBlade,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fatal Fury: Mark of the Wolves,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Catherine: Full Body,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Akiba,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Smurfs Travel the World,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Flight Unlimited III,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Stronghold 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Panzer General: Allied Assault,NULL,NULL,NULL,NULL,1,Other Region,Other Region
