title,na_sales,jp_sales,pal_sales,other_sales,total_title,popular_title,flop_title
The Wizard of Oz,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Simple 1500 Series Vol. 81: Th,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Bakumatsu Rouman Dai Ni Maku: ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
New Super Mario Bros. U Deluxe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Blue Wing Blitz,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Let's CATCH,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ghostbusters II,0.200000002980232,NULL,0.00999999977648258,0,4,North America,Other Region
Puyo Puyo Tetris,0.0500000007450581,0.239999998360872,0.0299999993294477,0.0199999995529652,8,Japan,Other Region
Photos With Mario,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Jackbox Party Pack 8,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SUDOKU Sensei,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Picross S4,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Treasure Chase,0.0199999995529652,NULL,NULL,0,1,North America,Other Region
Bolt,0.929999999701977,NULL,0.639999996870756,0.319999992847443,7,North America,Other Region
Left 4 Dead 2,NULL,NULL,0.319999992847443,0.0399999991059303,3,Europe and Africa,Other Region
Jikkyou Powerful Pro Yakyuu 14,NULL,0.400000005960464,NULL,NULL,2,Japan,Other Region
Uncharted Waters IV HD Version,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Let's Golf,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Nuclear Wasteland,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Falconeer,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Fallout: New Vegas - Old World,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Brutal Legend,1.16000002622604,NULL,0.530000001192093,0.219999998807907,3,North America,Other Region
Higurashi no Naku Koro ni Mats,NULL,0.179999999701977,NULL,NULL,2,Japan,Other Region
The King of Fighters XIV: Stea,NULL,NULL,NULL,NULL,1,Other Region,Other Region
iRacing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kid Icarus: Of Myths and Monst,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ACA NEOGEO MUTATION NATION,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Man Vs Snake,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Asheron's Call: Throne of Dest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fable II: Knothole Island,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Omega Race,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fighting Steel: World War II S,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Game Center CX: 3-Choume no Ar,NULL,0.0599999986588955,NULL,NULL,1,Japan,Other Region
Koukou Yakyuu Dou DS,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Giana Sisters: Twisted Dreams,0.00999999977648258,NULL,NULL,0,5,North America,Other Region
Sherlock: The Riddle of the Cr,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Phantasie IV: Birth of Heroes,NULL,NULL,NULL,NULL,1,Other Region,Other Region
One Night Stand,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Overwatch,3.8400000333786,0.170000001788139,3.1199999153614,1.05000001937151,4,North America,Japan
The King of Fighters XI,0.0700000002980232,0.0399999991059303,0.0599999986588955,0.0199999995529652,1,North America,Other Region
Otoko Yukaku,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Magic Encyclopedia: Moonlight,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
SUGURI,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Talkman Travel: Paris,NULL,NULL,NULL,NULL,1,Other Region,Other Region
World Series Baseball '95,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pac 'n Roll,0.0900000035762787,0.0199999995529652,0,0.00999999977648258,1,North America,Europe and Africa
"ESPN Great Outdoor Games Bass ",0.0299999993294477,NULL,0.00999999977648258,0,1,North America,Other Region
Super Mario Land 2: 6 Golden C,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Eternal Card Game,NULL,NULL,NULL,NULL,3,Other Region,Other Region
The Guy Game,0.120000001043081,NULL,0.0700000002980232,0.0199999995529652,3,North America,Other Region
Monster Racers,0.0500000007450581,0.0199999995529652,NULL,0,1,North America,Other Region
Aa Megami-samaa,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Pro Mahjong Tsuwamono 64: Jans,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ace Attorney,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Disney's Timon & Pumbaa's Jung,NULL,NULL,NULL,NULL,1,Other Region,Other Region
TNN Motorsports HardCore Heat,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Galactic Protector,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Stardust,NULL,NULL,NULL,NULL,1,Other Region,Other Region
AFL,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Great Escape,0.150000002235174,NULL,0.0800000000745058,0.0199999995529652,3,North America,Other Region
Thinking with Time-Machine,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Skweek,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rocket Power: Gettin' Air,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Call of Duty: World at War,9.38000007346272,NULL,4.71999998390675,1.82999995723367,6,North America,Other Region
"The Lord of the Rings Online: ",NULL,NULL,0.0199999995529652,0,3,Europe and Africa,Other Region
Vanark,0.00999999977648258,NULL,0.00999999977648258,0,1,North America,Other Region
Outcast,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ghostwire: Link to the Paranor,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hoshiiro no Okurimono Portable,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Harvest Moon: Magical Melody,0.420000001788139,NULL,0.0899999998509884,0.0299999993294477,2,North America,Other Region
Fisherman's Bait 2: Big Ol' Ba,0.159999996423721,NULL,0.109999999403954,0.0199999995529652,1,North America,Other Region
Puppeteer,0.109999999403954,0.0199999995529652,0.0900000035762787,0.0399999991059303,1,North America,Japan
Tenchu: Shinobi Hyakusen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Valkyrie no Densetsu,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Submerged,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Fatal Run,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Open Season,0.499999992549419,NULL,0.0399999991059303,0.0399999991059303,9,North America,Other Region
Agarest Senki: Re-appearance,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Baby Maker Extreme,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Digimon Story: Cyber Sleuth,0,0.180000007152557,0.100000001490116,0.0199999995529652,4,Japan,North America
"Digimon Story: Cyber Sleuth - ",0.0500000007450581,0.0799999982118607,0.0500000007450581,0.0199999995529652,2,Japan,Other Region
Gadget Racers,0.0399999991059303,NULL,0.0299999993294477,0.00999999977648258,2,North America,Other Region
Operation Darkness,0.0700000002980232,NULL,NULL,0.00999999977648258,2,North America,Other Region
SSX Blur,0.28999999165535,NULL,0.00999999977648258,0.0199999995529652,1,North America,Other Region
NBA Street: Showdown,0.200000002980232,NULL,0,0.0199999995529652,1,North America,Europe and Africa
Home Alone 2: Lost in New York,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Oshiete Darling,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Eclipse War Online,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Smash Cat Heroes,NULL,NULL,NULL,NULL,1,Other Region,Other Region
DoubleVision,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rollercoaster World,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fate/Stay Night,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Air Raid 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Irem Skins Game,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dark Devotion,NULL,NULL,NULL,NULL,4,Other Region,Other Region
The Enchanted Cave,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Book of Spells,0.159999996423721,NULL,0.400000005960464,0.109999999403954,1,Europe and Africa,Other Region
Maximum Chase,0.0500000007450581,NULL,0.0199999995529652,0,1,North America,Other Region
Dance! It's Your Stage,NULL,NULL,0.0299999993294477,0,5,Europe and Africa,Other Region
Bulu Monster,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Record of Lodoss War,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Without Within 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Medarot 4: Kabuto / Kuwagata V,NULL,0.119999997317791,NULL,NULL,1,Japan,Other Region
Eisei Meijin 3: Game Creator Y,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Nikoli no Sudoku +3 Dai-Ni-Shu,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Simplz: Zoo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
CardCaptor Sakura: Sakura to F,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Path of Exile 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Virtual Bowling,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rocket Power: Beach Bandits,0.780000016093254,NULL,0.430000003427267,0.120000001043081,3,North America,Other Region
Active Health with Carol Vorde,NULL,NULL,0.180000007152557,0.00999999977648258,1,Europe and Africa,Other Region
Pro Yakyuu Greatest Nine 98,NULL,0.0900000035762787,NULL,NULL,1,Japan,Other Region
Hammerin' Hero,0.0700000002980232,NULL,NULL,0.00999999977648258,2,North America,Other Region
Achtung Panzer: Kharkov 1943,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Flowers: Natsu-hen,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Bratz: Babyz,NULL,NULL,NULL,NULL,2,Other Region,Other Region
"Mighty Morphin Power Rangers: ",NULL,NULL,NULL,NULL,5,Other Region,Other Region
UBERMOSH:SANTICIDE,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Taz-Mania 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Lode Runner II (FDS),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Remember Me,0.21000000089407,NULL,0.240000005811453,0.0700000002980232,4,Europe and Africa,Other Region
"Sprint, Yankee Soul",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cosmic Fantasy 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gourmet Kitchen: Suteki na Obe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sega Bass Fishing,0.449999988079071,0.0900000035762787,0.00999999977648258,0.0399999991059303,6,North America,Europe and Africa
Faceez: Monsters!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hakuoki: Memories of the Shins,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Illusions 360,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dead Island,2.56000006198883,0.150000005960464,1.43999999761581,0.529999986290932,5,North America,Japan
Captain Power and the Soldiers,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Freddi Fish and Luther's Maze ",NULL,NULL,NULL,NULL,3,Other Region,Other Region
Clans,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sousei no Onmyouji,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Ironpants,NULL,NULL,NULL,NULL,2,Other Region,Other Region
S.O.L Stone of Life EX,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Memories Off: Innocent Fille f,NULL,NULL,NULL,NULL,3,Other Region,Other Region
WipEout Pure,0.469999998807907,NULL,0.340000003576279,0.230000004172325,2,North America,Other Region
Magi: The Labyrinth of Beginni,NULL,0.0700000002980232,NULL,NULL,1,Japan,Other Region
Minna no Chizu,NULL,0.0399999991059303,NULL,NULL,1,Japan,Other Region
Dungeons of Hinterberg,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Guardian War,NULL,NULL,NULL,NULL,1,Other Region,Other Region
688 Attack Sub,NULL,NULL,NULL,NULL,2,Other Region,Other Region
San Goku Shi II for WonderSwan,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Jambo! Safari Animal Rescue,0.0800000000745058,NULL,0.00999999977648258,0.00999999977648258,2,North America,Other Region
R-Type III: The Third Lightnin,0.0199999995529652,NULL,0.00999999977648258,0,3,North America,Other Region
Bloodbath Kavkaz,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Toki o Koeta Tegami,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ruiner Pinball,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ACA NEOGEO WORLD HEROES 2 JET,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Doppler,NULL,NULL,NULL,NULL,1,Other Region,Other Region
F1 Manager 2022,NULL,NULL,NULL,NULL,6,Other Region,Other Region
Dai-4-Ji Super Robot Taisen,NULL,0.379999995231628,NULL,NULL,1,Japan,Other Region
Barbie Explorer,0.0799999982118607,NULL,0.0500000007450581,0.00999999977648258,1,North America,Other Region
Requiem Hurts,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Minna no Soft Series: Shanghai,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Uranai 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Deep Sea Tycoon: Diver's Parad,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Great War 1918,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shiren The Wanderer: The Tower,0.00999999977648258,0.0399999991059303,NULL,0.00999999977648258,3,Japan,Other Region
Metal Max Returns,NULL,0.0399999991059303,NULL,NULL,2,Japan,Other Region
"Pachitte Chonmage Tatsujin 2: ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Omega Five,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Cooking Mama: CookStar,NULL,NULL,NULL,NULL,2,Other Region,Other Region
DaGeDar,0.0799999982118607,NULL,NULL,0.00999999977648258,1,North America,Other Region
Jissen Pachinko Hisshouhou! CR,NULL,0.0199999995529652,NULL,NULL,2,Japan,Other Region
Shikami No Maki,NULL,NULL,NULL,NULL,2,Other Region,Other Region
LogiGun,NULL,NULL,NULL,NULL,1,Other Region,Other Region
TrackMania 2: Canyon,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Extreme Ghostbusters: The Ulti,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kyokugen Dasshutsu ADV: Zennin,NULL,0.0599999986588955,NULL,NULL,2,Japan,Other Region
Tegami Bachi: Kokoro Tsumugu M,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Multimedia Shinsho: Driving Sc,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Romancing SaGa 3,NULL,NULL,NULL,NULL,9,Other Region,Other Region
Dragon Fighting Mission RPG,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Microsoft Flight Simulator 202,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Farming Simulator 17: Big Bud,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Ugoite Asobu Diet,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Business Tycoon,NULL,NULL,NULL,NULL,1,Other Region,Other Region
bit Generations: Dotstream,NULL,0.00999999977648258,NULL,0,1,Japan,Other Region
Keepsake,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Beethoven: The Ultimate Canine,NULL,NULL,NULL,NULL,2,Other Region,Other Region
5 Arcade Gems,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Android Hunter A,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Monochrome Boo & Baby Boo: Kur,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Avatar Farm!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Build-A-Bear Workshop: Welcome,0.140000000596046,NULL,0,0.00999999977648258,1,North America,Europe and Africa
Nexus: The Jupiter Incident,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
El Dorado Gate Volume 4,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Light Crusader,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Doko Demo Issyo Tsuika Disc: K,NULL,NULL,NULL,NULL,1,Other Region,Other Region
BattleTanx,0.259999990463257,NULL,0.0599999986588955,0,2,North America,Other Region
Strawberry Nauts,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
"Moujuutsukai to Oujisama Twin ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
AKB1/48: Idol to Koishitara...,NULL,NULL,NULL,NULL,1,Other Region,Other Region
King Oddball,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Waxworks,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fireblade,0.170000001788139,NULL,0.099999999627471,0.0199999995529652,4,North America,Other Region
Dave Mirra Freestyle BMX 3,0.0199999995529652,NULL,0.00999999977648258,0,1,North America,Other Region
NecroVisioN: Lost Company,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Attack on Titan: Humanity in C,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Pandora: Kimi no Namae o Boku ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
World Wide Love! Sekai Seifuku,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Orphan of the Machine,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Akagi: Topaiten,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Planetarium,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Scooby-Doo!: Show Down In Ghos,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pop'n Music 4 Append Disc,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Nobunaga no Yabou: Tenshoki wi,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Madden NFL 2004,5.90000021457672,0.00999999977648258,0.459999989718199,0.779999978840351,7,North America,Japan
Age of Empires Gold Edition,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Ratchet & Clank (2016),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Flight Unlimited,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kokoro Connect: Yochi Random,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Texas Chainsaw Massacre,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hachi Koi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Heavy Rain Chronicles - Chapte,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Spellcrafter,NULL,NULL,NULL,NULL,3,Other Region,Other Region
BlazBlue: Continuum Shift EXTE,0.0299999993294477,0.120000002905726,0.0500000007450581,0.0199999995529652,5,Japan,Other Region
Tenka-bito,NULL,0.0299999993294477,NULL,NULL,1,Japan,Other Region
The San Diego Zoo Presents: Th,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Golden Tangram,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Fox Is Waiting For Me,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Knights of Honor,NULL,NULL,0.0299999993294477,0,1,Europe and Africa,Other Region
Lotus Challenge,0.00999999977648258,NULL,0,0,3,North America,Europe and Africa
BattleForge,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Godzilla The Series,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Avatar Bowman 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Namco trans/mission V1.03,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Chou-Denki Card Battle: Youfu ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
1 vs. 100,0.0799999982118607,NULL,NULL,0.00999999977648258,1,North America,Other Region
Junjou Romanchika: Koi no Doki,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Hachi-One Diver DS,NULL,0,NULL,NULL,1,Japan,Japan
Urban Trial Playground,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Catz II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Lizzie McGuire 2: Lizzie Diari,0.600000023841858,NULL,0.219999998807907,0.00999999977648258,1,North America,Other Region
MTV Music Generator 2,0.0799999982118607,NULL,0.0599999986588955,0.0199999995529652,1,North America,Other Region
Power Pocket Koushien,NULL,0.100000001490116,NULL,NULL,1,Japan,Other Region
Battle Chasers: Nightwar,0.0999999977648258,NULL,0.0299999993294477,0.00999999977648258,4,North America,Other Region
Sherlock Holmes: Chapter One,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Bishoujo Wrestler Retsuden: Bl,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Worms Clan Wars,NULL,NULL,NULL,NULL,1,Other Region,Other Region
L no Kisetsu 2: Invisible Memo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pinky Monkey Town,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Johnny Impossible,NULL,NULL,NULL,NULL,1,Other Region,Other Region
12 Labours of Hercules III: Gi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Princess Blue: Hime Kishi Mono,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Heavy Fire: The Chosen Few 3D,0.0199999995529652,NULL,NULL,0,1,North America,Other Region
Arcade Archives: Bravoman,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Shaq-Fu,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Music on: Playing Piano,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Strategic Combat,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Metroid Prime: Federation Forc,0.0799999982118607,0.0299999993294477,0.0199999995529652,0.00999999977648258,1,North America,Other Region
The King of Fighters 2002: Unl,NULL,0.0399999991059303,NULL,NULL,3,Japan,Other Region
Deathbots,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Thunder Castle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Malibu Beach Volleyball,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Republic: The Revolution,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Missing Parts: The Tantei Stor,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pokémon Puzzle Challenge,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"I Expect You To Die 3: Cog in ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fantasy Zone: The Maze,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Power League 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Spirit Whirled,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hatsune Miku: Project Diva Ext,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sports Collection,0.0599999986588955,NULL,0.00999999977648258,0.00999999977648258,2,North America,Other Region
Marvel vs. Capcom,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Nun Attack Origins: Yuki's Sil,NULL,NULL,NULL,NULL,1,Other Region,Other Region
F.E.A.R. 2: Reborn,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Konami Kids Playground - Frogg,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tony Hawk's Underground 2 Remi,0.46000000834465,NULL,0.209999993443489,0.150000005960464,1,North America,Other Region
Falcon 4.0: Allied Force,NULL,NULL,0.0199999995529652,0,1,Europe and Africa,Other Region
Narcissus: Moshimo Ashita ga R,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
"Lilliput Oukoku: Lillimoni to ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Robotech: Battlecry,0.590000003576279,NULL,0.310000004246831,0.0899999979883432,3,North America,Other Region
Elebits: The Adventures of Kai,0.0700000002980232,0,0,0.00999999977648258,2,North America,Japan
Slot Machines by IGG,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sega 3D Fukkoku Archives,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Madou Monogatari A: DokiDoki B,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Chinese World 2: Uchuu I,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Lord of Arcana,0.0799999982118607,0.170000001788139,0.0500000007450581,0.0399999991059303,2,Japan,Other Region
Lethal Skies II,0.0799999982118607,NULL,0.0599999986588955,0.0199999995529652,1,North America,Other Region
Memories Off: Yubikiri no Kiko,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Super Micchan,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Warhammer 40,000: Chaos Gate",NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Warhammer 40,000: Chaos Gate -",NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Warhammer 40,000: Chaos Gate –",NULL,NULL,NULL,NULL,4,Other Region,Other Region
Battlefield 3,8.21999967098236,0.409999992698431,6.5,2.19000005722046,4,North America,Japan
The Terminator: Future Shock,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Between Me and The Night,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Momotarou Dentetsu USA,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wonder Boy III: Monster Lair,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Super Challenge Football,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Box Boy!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sexy Beach 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Yamasa Digi World SP: Moeyo! K,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Super Monkey Ball: Banana Blit,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Unruly Heroes,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Hard to be a God,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Anstoss 2007,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Eternal Darkness: Sanity's Req,NULL,NULL,NULL,NULL,1,Other Region,Other Region
StarBlade,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Cars 2,1.92000000923872,0.0399999991059303,1.1699999962002,0.400000002235174,7,North America,Japan
Rayman 2: Revolution,0.150000005960464,NULL,0.109999999403954,0.0399999991059303,2,North America,Other Region
Picross 3D Round 2,NULL,0.119999997317791,0,0,1,Japan,Europe and Africa
My Muppets Show,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Kirby,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rush Rush Rally Racing,NULL,NULL,NULL,NULL,2,Other Region,Other Region
"Nintendogs + Cats: Toy Poodle ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Manhunter: New York,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Kurokami Otome Tai Eksusute!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NCAA Football 06,2.25999999046326,NULL,0.259999994188547,0.279999999329448,2,North America,Other Region
Sesame Street: Elmo's A-to-Zoo,0.649999983608723,NULL,NULL,0.0499999988824129,3,North America,Other Region
Kenyuu Densetsu Yaiba,NULL,0.0700000002980232,NULL,0,3,Japan,Other Region
"To LoveRu Trouble: Doki Doki! ",NULL,0.0299999993294477,NULL,NULL,1,Japan,Other Region
Moujuutsukai to Oujisama: Flow,NULL,0.00999999977648258,NULL,NULL,2,Japan,Other Region
Abyss,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Ghostbusters: The Video Game,1.90999998152256,NULL,0.880000004544854,0.569999992847443,10,North America,Other Region
Prince of Persia: The Two Thro,1.01000000536442,NULL,0.26999999769032,0.120000002905726,7,North America,Other Region
Kekkon: Marriage,NULL,0.0599999986588955,NULL,0,2,Japan,Other Region
Golden Nugget Casino DS,0.0199999995529652,NULL,NULL,0,2,North America,Other Region
DatabaseTestingEU,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fatty Bear's Fun Pack,NULL,NULL,NULL,NULL,1,Other Region,Other Region
